"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2003","2003","PER","Persons","3","Thousands",,,792.2612,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2004","2004","PER","Persons","3","Thousands",,,808.314,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005","PER","Persons","3","Thousands",,,819.9449,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006","PER","Persons","3","Thousands",,,789.8474,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007","PER","Persons","3","Thousands",,,773.9423,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008","PER","Persons","3","Thousands",,,764.2108,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009","PER","Persons","3","Thousands",,,736.5148,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,756.227,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,768.2858,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,761.2393,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,682.8081,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,674.8522,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,680.9555,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,694.874,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,696.2369,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,696.7207,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,687.9207,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1986","1986","PC","Percentage","0","Units",,,19.85819,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1987","1987","PC","Percentage","0","Units",,,20.25921,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1988","1988","PC","Percentage","0","Units",,,20.1159,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1989","1989","PC","Percentage","0","Units",,,19.13839,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1990","1990","PC","Percentage","0","Units",,,18.95847,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1991","1991","PC","Percentage","0","Units",,,18.79081,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1992","1992","PC","Percentage","0","Units",,,18.28917,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1993","1993","PC","Percentage","0","Units",,,16.98376,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1994","1994","PC","Percentage","0","Units",,,16.36188,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1995","1995","PC","Percentage","0","Units",,,15.81104,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1996","1996","PC","Percentage","0","Units",,,15.23202,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1997","1997","PC","Percentage","0","Units",,,14.2332,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,14.12585,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,14.23547,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,14.12826,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,13.56429,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,13.54947,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,13.68677,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,13.59326,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,13.28849,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,12.59352,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,12.00123,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.50673,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,11.17186,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,10.30999,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,9.978459,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,9.669404,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.493916,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,8.276593,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,8.209643,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,8.277956,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.098051,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.930847,,
"CHL","Chile","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,7.667216,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1986","1986","PER","Persons","3","Thousands",,,775.135,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1987","1987","PER","Persons","3","Thousands",,,881.3675,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1988","1988","PER","Persons","3","Thousands",,,1009.898,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1989","1989","PER","Persons","3","Thousands",,,1140.052,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1990","1990","PER","Persons","3","Thousands",,,1151.887,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1991","1991","PER","Persons","3","Thousands",,,1184.032,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1992","1992","PER","Persons","3","Thousands",,,1248.752,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1993","1993","PER","Persons","3","Thousands",,,1361.912,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1994","1994","PER","Persons","3","Thousands",,,1339.922,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1995","1995","PER","Persons","3","Thousands",,,1349.353,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1996","1996","PER","Persons","3","Thousands",,,1382.685,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1997","1997","PER","Persons","3","Thousands",,,1440.84,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1998","1998","PER","Persons","3","Thousands",,,1446.647,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","1999","1999","PER","Persons","3","Thousands",,,1267.466,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2000","2000","PER","Persons","3","Thousands",,,1277.229,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2001","2001","PER","Persons","3","Thousands",,,1310.549,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2002","2002","PER","Persons","3","Thousands",,,1349.052,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2003","2003","PER","Persons","3","Thousands",,,1389.954,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2004","2004","PER","Persons","3","Thousands",,,1424.547,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1438.826,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1483.887,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1532.839,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1587.209,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1531.528,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1637,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1750.075,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1817.211,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1940.199,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1932.018,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1976.708,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1930.099,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1946.804,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1961.253,,
"CHL","Chile","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1989.416,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1986","1986","PC","Percentage","0","Units",,,20.65736,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1987","1987","PC","Percentage","0","Units",,,22.62449,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1988","1988","PC","Percentage","0","Units",,,24.49169,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1989","1989","PC","Percentage","0","Units",,,26.19449,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1990","1990","PC","Percentage","0","Units",,,25.88486,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1991","1991","PC","Percentage","0","Units",,,26.20689,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1992","1992","PC","Percentage","0","Units",,,26.43553,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1993","1993","PC","Percentage","0","Units",,,27.28034,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1994","1994","PC","Percentage","0","Units",,,26.60572,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1995","1995","PC","Percentage","0","Units",,,26.48221,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1996","1996","PC","Percentage","0","Units",,,26.68206,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1997","1997","PC","Percentage","0","Units",,,27.28213,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,26.81999,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,23.84493,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,23.59094,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,23.9673,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,24.21778,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,24.01226,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,23.95634,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,23.31843,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,23.65946,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,23.76915,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,23.89861,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,23.23107,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,22.31799,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,22.72989,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,23.08256,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,24.13546,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,23.69486,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,23.83133,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,22.99305,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,22.64362,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,22.32515,,
"CHL","Chile","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,22.17303,,
"CHL","Chile","YGTT11L1_ST","Employment in services","A","Annual","1986","1986","PER","Persons","3","Thousands",,,2232.06,,
"CHL","Chile","YGTT11L1_ST","Employment in services","A","Annual","1987","1987","PER","Persons","3","Thousands",,,2225.042,,
"CHL","Chile","YGTT11L1_ST","Employment in services","A","Annual","1988","1988","PER","Persons","3","Thousands",,,2284.067,,
